Algo	Type	runs	id	iterations	Found	time
AVM	Break 	99	5	33	 true 	116.120
AVM	Break 	0	6	50	 true 	95.209
AVM	Break 	1	6	40	 true 	94.385
AVM	Break 	2	6	47	 true 	94.668
AVM	Break 	3	6	36	 true 	94.359
AVM	Break 	4	6	32	 true 	92.564
AVM	Break 	5	6	34	 true 	93.099
AVM	Break 	6	6	38	 true 	90.977
AVM	Break 	7	6	57	 true 	94.235
AVM	Break 	8	6	58	 true 	90.351
AVM	Break 	9	6	37	 true 	91.276
AVM	Break 	10	6	56	 true 	91.697
AVM	Break 	11	6	44	 true 	94.130
AVM	Break 	12	6	39	 true 	91.367
AVM	Break 	13	6	59	 true 	92.192
AVM	Break 	14	6	33	 true 	90.275
AVM	Break 	15	6	42	 true 	91.505
AVM	Break 	16	6	43	 true 	92.712
AVM	Break 	17	6	44	 true 	91.642
AVM	Break 	18	6	33	 true 	90.590
AVM	Break 	19	6	54	 true 	91.939
AVM	Break 	20	6	42	 true 	91.841
AVM	Break 	21	6	37	 true 	92.437
AVM	Break 	22	6	53	 true 	90.603
AVM	Break 	23	6	36	 true 	94.038
AVM	Break 	24	6	45	 true 	93.735
AVM	Break 	25	6	33	 true 	94.050
AVM	Break 	26	6	54	 true 	91.398
AVM	Break 	27	6	54	 true 	92.166
AVM	Break 	28	6	43	 true 	94.125
